facultad_dep|programa_dep|nivelacad_dep|periodo_actualizacion_segsem|porc_eval_total|porc_eval_prog_conf|porc_eval_prog_sin_conf|semestre_materalum
10|344|PREGRADO|2022-09-14|99.75124378109453|98.88059701492537|0.8706467661691543|20172
30|4|EXTENSIO|2022-09-14|100.0|100.0|0.0|20172
90|90533|E-FLEXIB|2022-09-14|93.10344827586206|93.10344827586206|0.0|20172
55|60131|POSGRADO|2022-09-14|85.71428571428571|85.71428571428571|0.0|20172
